,name,model,org_price,price,image,spec_1,spec_2,spec_3,spec_4,spec_5,spec_6,spec_7,spec_8,spec_9,spec_10,spec_11,spec_12,spec_13,spec_14,spec_15,spec_16
0,Edge Champagne Dial Two Toned Stainless Steel Strap Watch,NH1043BM01A,Nan,MRP 12 495.00,https://staticimg.titan.co.in/Titan/Catalog/1043BM01_1.jpg?pView=pdp,"This analog watch for men features a champagne, rectangular dial housed in a stainless steel case. The case is fitted with a crown that lets you adjust the time. The dial has two plain hands, numeral markings at quarter intervals and slanted markings at five-minute intervals to ease time reading. Its strap is made of stainless steel. Equipped with 3 ATM water-resistant depth, this timepiece comes with a 24 month warranty.",SUB BRAND - GENTS EDGE,GENDER - Men,BRAND - Titan,DIAL COLOR - Champagne,FUNCTION - Analog,MOVEMENT - Quartz,CASE SHAPE - Rectangle,CASE MATERIAL - Stainless Steel,CASE THICKNESS - 3.85 mm,CASE LENGTH(6H-12H) - 38 mm,CASE WIDTH(3H-9H) - 25.10 mm,GLASS MATERIAL - Sapphire Crystal,STRAP COLOR - Two Toned,WARRANTY DETAILS - This watch offers 24 months warranty on the Movement and 12 months warranty on the Battery from the date of purchase.,LOCK MECHANISM - Butterfly Clasp
